nct_id,modeltype,spec,term,ref,estimate,std.error,statistic,p.value,lci,uci
NCT01734785,glm,int,sglt2,placebo,3.485,3.418,1.019,0.308,-3.215,10.185
NCT01734785,glm,int,sex,placebo,-0.701,0.94,-0.746,0.456,-2.543,1.141
NCT01734785,glm,int,age10,placebo,0.418,0.511,0.818,0.414,-0.584,1.42
NCT01734785,glm,int,sglt2:sex,placebo,-1.075,1.157,-0.929,0.353,-3.343,1.193
NCT01734785,glm,int,sglt2:age10,placebo,-0.49,0.584,-0.839,0.402,-1.635,0.655
NCT01792518,glm,int,(Intercept),placebo,-2.069,2.308,-0.896,0.37,-6.593,2.455
NCT01792518,glm,int,dpp4,placebo,-0.838,3.31,-0.253,0.8,-7.325,5.649
NCT01792518,glm,int,sex,placebo,0.619,0.837,0.739,0.46,-1.022,2.26
NCT01792518,glm,int,age10,placebo,-0.239,0.386,-0.618,0.536,-0.996,0.518
NCT01792518,glm,int,dpp4:sex,placebo,-0.248,1.194,-0.207,0.836,-2.588,2.093
NCT01792518,glm,int,dpp4:age10,placebo,0.146,0.541,0.27,0.787,-0.914,1.206
NCT02182830,glm,int,(Intercept),placebo,-0.346,1.629,-0.213,0.832,-3.539,2.846
NCT02182830,glm,int,sglt2,placebo,-0.746,2.367,-0.315,0.753,-5.385,3.893
NCT02182830,glm,int,sex,placebo,-0.425,0.548,-0.776,0.438,-1.5,0.649
NCT02182830,glm,int,age10,placebo,-0.128,0.285,-0.451,0.652,-0.687,0.43
NCT02182830,glm,int,sglt2:sex,placebo,1.11,0.81,1.371,0.171,-0.477,2.697
NCT02182830,glm,int,sglt2:age10,placebo,-0.004,0.415,-0.011,0.992,-0.819,0.81
NCT02453555,glm,int,(Intercept),placebo,-4.15,2.647,-1.568,0.117,-9.337,1.038
NCT02453555,glm,int,sglt2,placebo,0.009,3.469,0.003,0.998,-6.791,6.809
NCT02453555,glm,int,sex,placebo,-0.911,0.756,-1.205,0.228,-2.393,0.571
NCT02453555,glm,int,age10,placebo,0.41,0.385,1.063,0.288,-0.346,1.165
NCT02453555,glm,int,sglt2:sex,placebo,1.072,1.111,0.965,0.335,-1.106,3.25
NCT02453555,glm,int,sglt2:age10,placebo,-0.217,0.512,-0.424,0.671,-1.221,0.786
NCT01064687,glm,int,(Intercept),placebo,-3.69,1.499,-2.462,0.014,-6.628,-0.752
NCT01064687,glm,int,glp1,placebo,2.476,1.619,1.529,0.126,-0.698,5.649
NCT01064687,glm,int,sex,placebo,0.268,0.507,0.529,0.597,-0.725,1.262
NCT01064687,glm,int,age10,placebo,0.31,0.258,1.202,0.229,-0.195,0.815
NCT01064687,glm,int,glp1:sex,placebo,-0.194,0.552,-0.352,0.725,-1.276,0.888
NCT01064687,glm,int,glp1:age10,placebo,-0.461,0.28,-1.648,0.099,-1.009,0.087
NCT01075282,glm,int,(Intercept),insulin,-0.32,1.254,-0.255,0.799,-2.779,2.139
NCT01075282,glm,int,glp1,insulin,-1.044,1.494,-0.699,0.484,-3.972,1.883
NCT01075282,glm,int,sex,insulin,-0.388,0.436,-0.89,0.374,-1.243,0.467
NCT01075282,glm,int,age10,insulin,-0.32,0.225,-1.425,0.154,-0.76,0.12
NCT01075282,glm,int,glp1:sex,insulin,-0.042,0.517,-0.082,0.935,-1.056,0.971
NCT01075282,glm,int,glp1:age10,insulin,0.227,0.266,0.851,0.395,-0.295,0.749
NCT01126580,glm,int,(Intercept),biguanide,-1.478,0.86,-1.718,0.086,-3.163,0.208
NCT01126580,glm,int,glp1,biguanide,1.25,1.04,1.202,0.229,-0.788,3.288
NCT01126580,glm,int,sex,biguanide,0.017,0.304,0.055,0.956,-0.579,0.612
NCT01126580,glm,int,age10,biguanide,0.021,0.15,0.14,0.889,-0.273,0.315
NCT01126580,glm,int,glp1:sex,biguanide,0.112,0.378,0.295,0.768,-0.629,0.852
NCT01126580,glm,int,glp1:age10,biguanide,-0.257,0.184,-1.396,0.163,-0.618,0.104
NCT01191268,glm,int,(Intercept),insulin,0.67,1,0.67,0.503,-1.29,2.63
NCT01191268,glm,int,glp1,insulin,-1.836,1.207,-1.52,0.128,-4.202,0.531
NCT01191268,glm,int,sex,insulin,0.122,0.312,0.392,0.695,-0.489,0.734
NCT01191268,glm,int,age10,insulin,-0.388,0.169,-2.296,0.022,-0.719,-0.057
NCT01191268,glm,int,glp1:sex,insulin,-0.082,0.376,-0.219,0.827,-0.819,0.655
NCT01191268,glm,int,glp1:age10,insulin,0.339,0.203,1.666,0.096,-0.06,0.737
NCT01558271,glm,int,(Intercept),placebo,-1.746,2.525,-0.692,0.489,-6.695,3.202
NCT01558271,glm,int,glp1,placebo,0.494,2.739,0.18,0.857,-4.875,5.863
NCT01558271,glm,int,sex,placebo,-1.395,0.699,-1.995,0.046,-2.765,-0.024
NCT01558271,glm,int,age10,placebo,0.18,0.419,0.429,0.668,-0.642,1.001
NCT01558271,glm,int,glp1:sex,placebo,1.076,0.818,1.315,0.188,-0.527,2.68
NCT01558271,glm,int,glp1:age10,placebo,-0.338,0.456,-0.74,0.459,-1.231,0.556
NCT01621178,glm,int,(Intercept),insulin,-0.832,1.503,-0.553,0.58,-3.777,2.114
NCT01621178,glm,int,glp1,insulin,-0.607,1.826,-0.332,0.74,-4.186,2.972
NCT01621178,glm,int,sex,insulin,-0.022,0.401,-0.054,0.957,-0.808,0.765
NCT01621178,glm,int,age10,insulin,-0.133,0.236,-0.564,0.572,-0.595,0.329
NCT01621178,glm,int,glp1:sex,insulin,0.526,0.491,1.072,0.284,-0.436,1.488
NCT01621178,glm,int,glp1:age10,insulin,0.065,0.283,0.228,0.82,-0.49,0.619
NCT01648582,glm,int,(Intercept),insulin,-1.248,1.26,-0.99,0.322,-3.717,1.222
NCT01648582,glm,int,glp1,insulin,-2.895,1.579,-1.833,0.067,-5.99,0.2
NCT01648582,glm,int,sex,insulin,-0.013,0.425,-0.031,0.975,-0.846,0.819
NCT01648582,glm,int,age10,insulin,-0.179,0.224,-0.801,0.423,-0.617,0.259
NCT01648582,glm,int,glp1:sex,insulin,0.052,0.516,0.1,0.92,-0.96,1.064
NCT01648582,glm,int,glp1:age10,insulin,0.528,0.275,1.921,0.055,-0.011,1.066
NCT01769378,glm,int,(Intercept),placebo,-9.613,8.25,-1.165,0.244,-25.783,6.556
NCT01769378,glm,int,glp1,placebo,6.796,8.359,0.813,0.416,-9.587,23.179
NCT01769378,glm,int,sex,placebo,-15.681,1173.474,-0.013,0.989,-2315.691,2284.329
NCT01769378,glm,int,age10,placebo,1.128,1.309,0.862,0.389,-1.437,3.693
NCT01769378,glm,int,glp1:sex,placebo,17.373,1173.474,0.015,0.988,-2282.637,2317.383
NCT01769378,glm,int,glp1:age10,placebo,-1.204,1.327,-0.907,0.364,-3.806,1.397
NCT02152371,glm,int,(Intercept),placebo,-1.299,1.562,-0.832,0.406,-4.362,1.763
NCT02152371,glm,int,glp1,placebo,-6.184,3.084,-2.005,0.045,-12.229,-0.139
NCT02152371,glm,int,sex,placebo,0.807,0.605,1.333,0.182,-0.379,1.993
NCT02152371,glm,int,age10,placebo,-0.228,0.248,-0.921,0.357,-0.714,0.258
NCT02152371,glm,int,glp1:sex,placebo,-0.445,0.878,-0.506,0.613,-2.166,1.277
NCT02152371,glm,int,glp1:age10,placebo,1,0.463,2.161,0.031,0.093,1.907
NCT02597049,glm,int,(Intercept),placebo,-5.977,4.172,-1.433,0.152,-14.154,2.2
NCT02597049,glm,int,glp1,placebo,5.851,4.498,1.301,0.193,-2.965,14.668
NCT02597049,glm,int,sex,placebo,-0.504,1.248,-0.404,0.686,-2.95,1.942
NCT02597049,glm,int,age10,placebo,0.401,0.67,0.598,0.55,-0.912,1.713
NCT02597049,glm,int,glp1:sex,placebo,-0.25,1.397,-0.179,0.858,-2.988,2.487
NCT02597049,glm,int,glp1:age10,placebo,-0.883,0.737,-1.198,0.231,-2.328,0.562
NCT02750410,glm,int,(Intercept),placebo,-1.383,2.299,-0.602,0.547,-5.888,3.122
NCT02750410,glm,int,glp1,placebo,-4.034,3.372,-1.196,0.232,-10.643,2.575
NCT02750410,glm,int,sex,placebo,0.573,0.814,0.703,0.482,-1.024,2.169
NCT02750410,glm,int,age10,placebo,-0.049,0.374,-0.131,0.896,-0.782,0.684
NCT02750410,glm,int,glp1:sex,placebo,0.945,1.353,0.698,0.485,-1.707,3.597
NCT02750410,glm,int,glp1:age10,placebo,0.333,0.524,0.636,0.525,-0.694,1.361
NCT00838903,glm,int,(Intercept),placebo,-0.685,1.162,-0.589,0.556,-2.963,1.593
NCT00838903,glm,int,glp1,placebo,-0.042,1.348,-0.031,0.975,-2.685,2.6
NCT00838903,glm,int,dpp4,placebo,1.616,1.352,1.196,0.232,-1.033,4.266
NCT00838903,glm,int,sulf,placebo,1.009,1.337,0.755,0.45,-1.611,3.63
NCT00838903,glm,int,sex,placebo,0.141,0.404,0.35,0.727,-0.651,0.933
NCT00838903,glm,int,age10,placebo,0.074,0.204,0.363,0.717,-0.326,0.474
NCT00838903,glm,int,glp1:sex,placebo,0.265,0.471,0.563,0.573,-0.658,1.189
NCT00838903,glm,int,dpp4:sex,placebo,-0.184,0.47,-0.391,0.696,-1.106,0.738
NCT00838903,glm,int,sulf:sex,placebo,-0.251,0.469,-0.535,0.592,-1.169,0.668
NCT00838903,glm,int,glp1:age10,placebo,-0.076,0.237,-0.321,0.748,-0.54,0.388
NCT00838903,glm,int,dpp4:age10,placebo,-0.341,0.239,-1.426,0.154,-0.809,0.128
NCT00838903,glm,int,sulf:age10,placebo,-0.217,0.237,-0.917,0.359,-0.68,0.247
NCT00838916,glm,int,(Intercept),insulin,0.593,0.813,0.729,0.466,-1.001,2.186
NCT00838916,glm,int,glp1,insulin,-0.532,0.986,-0.539,0.59,-2.464,1.4
NCT00838916,glm,int,sex,insulin,-0.146,0.281,-0.52,0.603,-0.696,0.404
NCT00838916,glm,int,age10,insulin,-0.235,0.144,-1.625,0.104,-0.518,0.048
NCT00838916,glm,int,glp1:sex,insulin,0.274,0.337,0.814,0.416,-0.386,0.935
NCT00838916,glm,int,glp1:age10,insulin,0.127,0.175,0.727,0.467,-0.216,0.471
NCT00839527,glm,int,(Intercept),placebo,-0.351,1.113,-0.316,0.752,-2.533,1.83
NCT00839527,glm,int,glp1,placebo,0.188,1.33,0.141,0.888,-2.419,2.794
NCT00839527,glm,int,thia,placebo,-0.394,1.343,-0.293,0.769,-3.026,2.238
NCT00839527,glm,int,sex,placebo,0.056,0.385,0.144,0.885,-0.698,0.809
NCT00839527,glm,int,age10,placebo,0.073,0.197,0.369,0.712,-0.313,0.458
NCT00839527,glm,int,glp1:sex,placebo,-0.024,0.456,-0.053,0.958,-0.918,0.87
NCT00839527,glm,int,thia:sex,placebo,-0.498,0.456,-1.092,0.275,-1.393,0.396
NCT00839527,glm,int,glp1:age10,placebo,-0.089,0.236,-0.377,0.706,-0.552,0.374
NCT00839527,glm,int,thia:age10,placebo,0.048,0.237,0.201,0.841,-0.416,0.512
NCT00849017,glm,int,(Intercept),placebo,0.558,0.97,0.575,0.565,-1.344,2.46
NCT00849017,glm,int,glp1,placebo,0.984,1.213,0.811,0.417,-1.394,3.362
NCT00849017,glm,int,sex,placebo,0.402,0.414,0.97,0.332,-0.41,1.214
NCT00849017,glm,int,age10,placebo,-0.206,0.176,-1.171,0.241,-0.552,0.139
NCT00849017,glm,int,glp1:sex,placebo,-0.333,0.513,-0.649,0.516,-1.34,0.673
NCT00849017,glm,int,glp1:age10,placebo,-0.191,0.224,-0.851,0.395,-0.63,0.249
NCT00849056,glm,int,(Intercept),placebo,1.942,1.031,1.883,0.06,-0.079,3.964
NCT00849056,glm,int,glp1,placebo,-1.523,1.417,-1.075,0.282,-4.3,1.254
NCT00849056,glm,int,sex,placebo,-0.628,0.341,-1.843,0.065,-1.297,0.04
NCT00849056,glm,int,age10,placebo,-0.351,0.184,-1.912,0.056,-0.711,0.009
NCT00849056,glm,int,glp1:sex,placebo,0.468,0.494,0.947,0.344,-0.501,1.437
NCT00849056,glm,int,glp1:age10,placebo,0.166,0.254,0.653,0.514,-0.332,0.664
NCT00976391,glm,int,(Intercept),insulin,-1.718,1.118,-1.537,0.124,-3.91,0.473
NCT00976391,glm,int,glp1,insulin,3.098,1.487,2.084,0.037,0.184,6.012
NCT00976391,glm,int,sex,insulin,0.502,0.351,1.431,0.152,-0.186,1.189
NCT00976391,glm,int,age10,insulin,-0.066,0.196,-0.338,0.735,-0.45,0.317
NCT00976391,glm,int,glp1:sex,insulin,-0.976,0.497,-1.965,0.049,-1.949,-0.002
NCT00976391,glm,int,glp1:age10,insulin,-0.482,0.266,-1.811,0.07,-1.005,0.04
NCT01098539,glm,int,(Intercept),dpp4,0.042,1.01,0.042,0.967,-1.938,2.023
NCT01098539,glm,int,glp1,dpp4,0.877,1.57,0.559,0.576,-2.2,3.955
NCT01098539,glm,int,sex,dpp4,-0.618,0.292,-2.119,0.034,-1.189,-0.046
NCT01098539,glm,int,age10,dpp4,-0.11,0.16,-0.689,0.491,-0.424,0.203
NCT01098539,glm,int,glp1:sex,dpp4,0.559,0.431,1.297,0.195,-0.286,1.404
NCT01098539,glm,int,glp1:age10,dpp4,-0.248,0.25,-0.992,0.321,-0.738,0.242
NCT01733758,glm,int,(Intercept),placebo,1.665,1.567,1.063,0.288,-1.406,4.736
NCT01733758,glm,int,glp1,placebo,-4.123,1.979,-2.084,0.037,-8.002,-0.245
NCT01733758,glm,int,sex,placebo,-0.188,0.637,-0.296,0.767,-1.437,1.06
NCT01733758,glm,int,age10,placebo,-0.534,0.268,-1.995,0.046,-1.059,-0.009
NCT01733758,glm,int,glp1:sex,placebo,-0.298,0.746,-0.399,0.69,-1.759,1.164
NCT01733758,glm,int,glp1:age10,placebo,0.608,0.329,1.849,0.064,-0.036,1.253
NCT02229227,glm,int,(Intercept),insulin,-1.933,0.874,-2.21,0.027,-3.647,-0.219
NCT02229227,glm,int,glp1,insulin,-0.474,1.303,-0.364,0.716,-3.027,2.08
NCT02229227,glm,int,sex,insulin,0.278,0.279,0.998,0.318,-0.268,0.824
NCT02229227,glm,int,age10,insulin,0.008,0.147,0.053,0.958,-0.281,0.297
NCT02229227,glm,int,glp1:sex,insulin,-0.391,0.413,-0.946,0.344,-1.2,0.419
NCT02229227,glm,int,glp1:age10,insulin,0.083,0.219,0.378,0.706,-0.347,0.513
NCT00968812,glm,int,(Intercept),sulf,-0.034,0.594,-0.057,0.955,-1.198,1.13
NCT00968812,glm,int,sglt2,sulf,-0.857,0.724,-1.184,0.237,-2.276,0.562
NCT00968812,glm,int,sex,sulf,-0.253,0.191,-1.32,0.187,-0.628,0.122
NCT00968812,glm,int,age10,sulf,-0.081,0.105,-0.775,0.438,-0.287,0.125
NCT00968812,glm,int,sglt2:sex,sulf,0.063,0.237,0.265,0.791,-0.401,0.526
NCT00968812,glm,int,sglt2:age10,sulf,0.117,0.129,0.912,0.362,-0.135,0.369
NCT01081834,glm,int,(Intercept),placebo,1.002,0.817,1.227,0.22,-0.599,2.604
NCT01081834,glm,int,sglt2,placebo,-1.8,1.065,-1.69,0.091,-3.888,0.287
NCT01081834,glm,int,sex,placebo,-0.294,0.32,-0.92,0.358,-0.921,0.333
NCT01081834,glm,int,age10,placebo,-0.31,0.146,-2.124,0.034,-0.596,-0.024
NCT01081834,glm,int,sglt2:sex,placebo,0.085,0.413,0.205,0.838,-0.724,0.893
NCT01081834,glm,int,sglt2:age10,placebo,0.211,0.19,1.11,0.267,-0.162,0.583
NCT01106625,glm,int,(Intercept),placebo,0.395,1.122,0.352,0.725,-1.805,2.595
NCT01106625,glm,int,sglt2,placebo,-1.686,1.348,-1.25,0.211,-4.328,0.957
NCT01106625,glm,int,sex,placebo,0.199,0.325,0.612,0.54,-0.438,0.836
NCT01106625,glm,int,age10,placebo,-0.142,0.195,-0.727,0.467,-0.524,0.24
NCT01106625,glm,int,sglt2:sex,placebo,-0.045,0.409,-0.11,0.912,-0.847,0.757
NCT01106625,glm,int,sglt2:age10,placebo,0.203,0.233,0.871,0.384,-0.254,0.66
NCT01106651,glm,int,(Intercept),placebo,-3.126,1.387,-2.254,0.024,-5.844,-0.408
NCT01106651,glm,int,sglt2,placebo,1.017,1.768,0.575,0.565,-2.45,4.483
NCT01106651,glm,int,sex,placebo,-0.087,0.282,-0.308,0.758,-0.639,0.466
NCT01106651,glm,int,age10,placebo,0.396,0.218,1.815,0.069,-0.032,0.823
NCT01106651,glm,int,sglt2:sex,placebo,-0.339,0.355,-0.955,0.34,-1.035,0.357
NCT01106651,glm,int,sglt2:age10,placebo,-0.212,0.277,-0.765,0.444,-0.754,0.331
NCT01106677,glm,int,(Intercept),placebo,-0.05,0.966,-0.051,0.959,-1.943,1.843
NCT01106677,glm,int,sglt2,placebo,-1.628,1.118,-1.457,0.145,-3.819,0.562
NCT01106677,glm,int,dpp4,placebo,-0.518,1.2,-0.431,0.666,-2.87,1.835
NCT01106677,glm,int,sex,placebo,-0.379,0.346,-1.095,0.273,-1.058,0.299
NCT01106677,glm,int,age10,placebo,-0.166,0.175,-0.945,0.345,-0.51,0.178
NCT01106677,glm,int,sglt2:sex,placebo,0.429,0.395,1.088,0.277,-0.344,1.203
NCT01106677,glm,int,dpp4:sex,placebo,0.185,0.429,0.431,0.666,-0.657,1.027
NCT01106677,glm,int,sglt2:age10,placebo,0.201,0.202,0.993,0.321,-0.196,0.598
NCT01106677,glm,int,dpp4:age10,placebo,0.053,0.218,0.244,0.807,-0.375,0.482
NCT01106690,glm,int,(Intercept),placebo,-0.461,1.265,-0.365,0.715,-2.941,2.018
NCT01106690,glm,int,sglt2,placebo,-1.794,1.591,-1.128,0.259,-4.912,1.324
NCT01106690,glm,int,sex,placebo,0.473,0.439,1.078,0.281,-0.387,1.333
NCT01106690,glm,int,age10,placebo,-0.105,0.211,-0.496,0.62,-0.518,0.308
NCT01106690,glm,int,sglt2:sex,placebo,-0.798,0.561,-1.423,0.155,-1.897,0.301
NCT01106690,glm,int,sglt2:age10,placebo,0.282,0.27,1.045,0.296,-0.247,0.812
NCT01137812,glm,int,(Intercept),dpp4,0.678,0.655,1.036,0.3,-0.605,1.961
NCT01137812,glm,int,sglt2,dpp4,-2.328,0.942,-2.471,0.013,-4.175,-0.481
NCT01137812,glm,int,sex,dpp4,-0.247,0.209,-1.181,0.238,-0.658,0.163
NCT01137812,glm,int,age10,dpp4,-0.135,0.112,-1.202,0.229,-0.354,0.085
NCT01137812,glm,int,sglt2:sex,dpp4,0.059,0.304,0.192,0.847,-0.538,0.655
NCT01137812,glm,int,sglt2:age10,dpp4,0.317,0.161,1.97,0.049,0.002,0.632
NCT01381900,glm,int,(Intercept),placebo,-1.399,1.63,-0.858,0.391,-4.594,1.795
NCT01381900,glm,int,sglt2,placebo,-0.852,1.963,-0.434,0.665,-4.7,2.997
NCT01381900,glm,int,sex,placebo,-0.031,0.688,-0.046,0.964,-1.38,1.317
NCT01381900,glm,int,age10,placebo,-0.376,0.337,-1.115,0.265,-1.037,0.285
NCT01381900,glm,int,sglt2:sex,placebo,0.342,0.817,0.419,0.675,-1.259,1.944
NCT01381900,glm,int,sglt2:age10,placebo,0.201,0.398,0.504,0.615,-0.58,0.981
NCT01809327,glm,int,(Intercept),biguanide,-0.59,1.014,-0.582,0.561,-2.578,1.398
NCT01809327,glm,int,sglt2,biguanide,-3.712,1.374,-2.701,0.007,-6.406,-1.019
NCT01809327,glm,int,sex,biguanide,0.874,0.411,2.128,0.033,0.069,1.678
NCT01809327,glm,int,age10,biguanide,-0.35,0.19,-1.838,0.066,-0.723,0.023
NCT01809327,glm,int,sglt2:sex,biguanide,-0.467,0.514,-0.907,0.364,-1.475,0.542
NCT01809327,glm,int,sglt2:age10,biguanide,0.708,0.25,2.834,0.005,0.218,1.197
NCT02025907,glm,int,(Intercept),placebo,-0.981,1.309,-0.749,0.454,-3.546,1.584
NCT02025907,glm,int,sglt2,placebo,-0.233,2.245,-0.104,0.917,-4.634,4.167
NCT02025907,glm,int,sex,placebo,0.808,0.463,1.745,0.081,-0.1,1.715
NCT02025907,glm,int,age10,placebo,-0.097,0.219,-0.443,0.658,-0.527,0.333
NCT02025907,glm,int,sglt2:sex,placebo,-0.988,0.776,-1.272,0.203,-2.509,0.534
NCT02025907,glm,int,sglt2:age10,placebo,-0.039,0.386,-0.101,0.92,-0.796,0.718
NCT00688701,glm,int,(Intercept),placebo,-0.533,1.673,-0.318,0.75,-3.812,2.747
NCT00688701,glm,int,glp1,placebo,-2.7,2.127,-1.269,0.204,-6.869,1.469
NCT00688701,glm,int,sex,placebo,-0.049,0.713,-0.068,0.946,-1.446,1.348
NCT00688701,glm,int,age10,placebo,-0.379,0.331,-1.143,0.253,-1.028,0.271
NCT00688701,glm,int,glp1:sex,placebo,0.08,0.849,0.094,0.925,-1.585,1.744
NCT00688701,glm,int,glp1:age10,placebo,0.541,0.401,1.349,0.177,-0.245,1.327
NCT00712673,glm,int,(Intercept),placebo,-1.746,1.088,-1.605,0.109,-3.879,0.387
NCT00712673,glm,int,glp1,placebo,-0.272,1.241,-0.219,0.826,-2.705,2.161
NCT00712673,glm,int,sex,placebo,-0.277,0.36,-0.768,0.443,-0.983,0.429
NCT00712673,glm,int,age10,placebo,0.137,0.194,0.71,0.478,-0.242,0.517
NCT00712673,glm,int,glp1:sex,placebo,0.268,0.416,0.645,0.519,-0.547,1.084
NCT00712673,glm,int,glp1:age10,placebo,0.03,0.221,0.134,0.893,-0.403,0.462
NCT00713830,glm,int,(Intercept),placebo,0.009,0.786,0.012,0.99,-1.532,1.551
NCT00713830,glm,int,glp1,placebo,-1.16,0.958,-1.21,0.226,-3.037,0.718
NCT00713830,glm,int,sex,placebo,-0.432,0.264,-1.635,0.102,-0.95,0.086
NCT00713830,glm,int,age10,placebo,-0.122,0.131,-0.93,0.352,-0.38,0.135
NCT00713830,glm,int,glp1:sex,placebo,0.423,0.321,1.321,0.187,-0.205,1.052
NCT00713830,glm,int,glp1:age10,placebo,0.182,0.161,1.135,0.256,-0.133,0.498
NCT00715624,glm,int,(Intercept),placebo,-0.332,0.988,-0.336,0.737,-2.269,1.605
NCT00715624,glm,int,glp1,placebo,-0.091,1.222,-0.074,0.941,-2.486,2.305
NCT00715624,glm,int,sex,placebo,0.289,0.336,0.86,0.39,-0.37,0.948
NCT00715624,glm,int,age10,placebo,-0.107,0.171,-0.624,0.532,-0.443,0.229
NCT00715624,glm,int,glp1:sex,placebo,-0.337,0.409,-0.823,0.41,-1.14,0.465
NCT00715624,glm,int,glp1:age10,placebo,0.075,0.211,0.358,0.72,-0.338,0.489
NCT00763451,glm,int,(Intercept),placebo,-2.837,1.245,-2.278,0.023,-5.277,-0.396
NCT00763451,glm,int,glp1,placebo,0.537,1.534,0.35,0.726,-2.47,3.545
NCT00763451,glm,int,sex,placebo,0.334,0.393,0.851,0.395,-0.436,1.105
NCT00763451,glm,int,age10,placebo,0.226,0.204,1.109,0.267,-0.173,0.626
NCT00763451,glm,int,glp1:sex,placebo,-0.544,0.48,-1.132,0.258,-1.486,0.398
NCT00763451,glm,int,glp1:age10,placebo,-0.026,0.257,-0.103,0.918,-0.529,0.477
NCT00763815,glm,int,(Intercept),placebo,0.314,0.995,0.315,0.752,-1.637,2.265
NCT00763815,glm,int,glp1,placebo,-0.562,1.255,-0.447,0.655,-3.022,1.899
NCT00763815,glm,int,sex,placebo,-0.12,0.342,-0.351,0.726,-0.79,0.55
NCT00763815,glm,int,age10,placebo,-0.181,0.181,-0.999,0.318,-0.535,0.174
NCT00763815,glm,int,glp1:sex,placebo,0.346,0.427,0.81,0.418,-0.492,1.184
NCT00763815,glm,int,glp1:age10,placebo,0.015,0.226,0.066,0.947,-0.428,0.458
NCT00866658,glm,int,(Intercept),placebo,-5.782,2.067,-2.797,0.005,-9.833,-1.73
NCT00866658,glm,int,glp1,placebo,-0.422,2.795,-0.151,0.88,-5.899,5.056
NCT00866658,glm,int,sex,placebo,0.518,0.6,0.863,0.388,-0.657,1.693
NCT00866658,glm,int,age10,placebo,0.515,0.323,1.593,0.111,-0.119,1.148
NCT00866658,glm,int,glp1:sex,placebo,-0.899,0.788,-1.14,0.254,-2.444,0.647
NCT00866658,glm,int,glp1:age10,placebo,0.213,0.435,0.49,0.624,-0.64,1.066
NCT00975286,glm,int,(Intercept),placebo,-3.743,1.755,-2.133,0.033,-7.183,-0.304
NCT00975286,glm,int,glp1,placebo,1.874,2.119,0.884,0.377,-2.28,6.028
NCT00975286,glm,int,sex,placebo,1.126,0.681,1.654,0.098,-0.208,2.461
NCT00975286,glm,int,age10,placebo,0.03,0.294,0.102,0.918,-0.547,0.607
NCT00975286,glm,int,glp1:sex,placebo,-1.314,0.79,-1.664,0.096,-2.861,0.234
NCT00975286,glm,int,glp1:age10,placebo,-0.02,0.359,-0.056,0.956,-0.724,0.684
NCT00976937,glm,int,(Intercept),dpp4,-1.34,2.862,-0.468,0.64,-6.95,4.269
NCT00976937,glm,int,glp1,dpp4,-2.003,3.712,-0.54,0.59,-9.278,5.273
NCT00976937,glm,int,sex,dpp4,-0.03,0.633,-0.047,0.963,-1.27,1.21
NCT00976937,glm,int,age10,dpp4,-0.292,0.652,-0.447,0.655,-1.57,0.987
NCT00976937,glm,int,glp1:sex,dpp4,0.498,0.835,0.596,0.551,-1.138,2.134
NCT00976937,glm,int,glp1:age10,dpp4,0.52,0.842,0.617,0.537,-1.13,2.17
NCT01169779,glm,int,(Intercept),placebo,-0.075,1.569,-0.048,0.962,-3.15,3
NCT01169779,glm,int,glp1,placebo,-6.58,2.489,-2.644,0.008,-11.459,-1.701
NCT01169779,glm,int,sex,placebo,-0.141,0.676,-0.208,0.835,-1.466,1.185
NCT01169779,glm,int,age10,placebo,-0.529,0.286,-1.847,0.065,-1.089,0.032
NCT01169779,glm,int,glp1:sex,placebo,0.23,0.86,0.268,0.789,-1.455,1.916
NCT01169779,glm,int,glp1:age10,placebo,1.271,0.421,3.023,0.003,0.447,2.095
NCT01632163,glm,int,(Intercept),placebo,-2.339,1.721,-1.359,0.174,-5.712,1.034
NCT01632163,glm,int,glp1,placebo,1.65,2.606,0.633,0.527,-3.457,6.757
NCT01632163,glm,int,sex,placebo,-0.223,0.523,-0.427,0.669,-1.248,0.801
NCT01632163,glm,int,age10,placebo,0.115,0.289,0.397,0.691,-0.451,0.68
NCT01632163,glm,int,glp1:sex,placebo,-0.43,0.877,-0.491,0.623,-2.148,1.288
NCT01632163,glm,int,glp1:age10,placebo,-0.401,0.463,-0.866,0.387,-1.308,0.506
NCT01768559,glm,int,(Intercept),insulin,-4.119,1.348,-3.055,0.002,-6.761,-1.476
NCT01768559,glm,int,glp1,insulin,-0.527,2.041,-0.258,0.796,-4.526,3.473
NCT01768559,glm,int,sex,insulin,0.569,0.387,1.47,0.142,-0.19,1.327
NCT01768559,glm,int,age10,insulin,0.142,0.218,0.65,0.516,-0.285,0.569
NCT01768559,glm,int,glp1:sex,insulin,-1.01,0.561,-1.801,0.072,-2.11,0.089
NCT01768559,glm,int,glp1:age10,insulin,0.286,0.329,0.871,0.384,-0.358,0.93
NCT01798706,glm,int,(Intercept),placebo,-4.978,4.528,-1.099,0.272,-13.854,3.897
NCT01798706,glm,int,glp1,placebo,-1.436,6.451,-0.223,0.824,-14.08,11.207
NCT01798706,glm,int,sex,placebo,0.435,0.487,0.894,0.372,-0.519,1.39
NCT01798706,glm,int,age10,placebo,0.372,0.605,0.615,0.539,-0.813,1.557
NCT01798706,glm,int,glp1:sex,placebo,-1.79,0.771,-2.322,0.02,-3.302,-0.279
NCT01798706,glm,int,glp1:age10,placebo,0.272,0.86,0.316,0.752,-1.413,1.957
